week,category,weekly_rank,show_title,weekly_views,keywords,title_image_url
2023-09-10,Films (English),9,Heart of Stone,3500000.0,"mission, saving the world, undercover agent, undercover, espionage, spy, secret agent, mi6, british spy, female spy",https://image.tmdb.org/t/p/w500/vB8o2p4ETnrfiWEgVxHmHWP9yRl.jpg
2023-09-10,Films (Non-English),5,Friday Night Plan,1300000.0,,https://image.tmdb.org/t/p/w500/8QIAFlELWwP8xfo2Xwf7oleDcUE.jpg
2023-09-10,Films (Non-English),6,Killer Book Club,900000.0,"based on novel or book, slasher, killer clown",https://image.tmdb.org/t/p/w500/zZH0sAUV0nfEEDBUdWBMLjs2XnN.jpg
2023-09-10,Films (Non-English),7,Dragon,800000.0,,
2023-09-10,Films (Non-English),8,What If,800000.0,"spain, based on novel or book, woman director, erotic romance",https://image.tmdb.org/t/p/w500/76qnVxU2rPdVvipBN3DPQH6fVYB.jpg
2023-09-10,Films (Non-English),9,Paradise,700000.0,"escape, love, desert, temptation",https://image.tmdb.org/t/p/w500/yGz88hNPcHUJkUx7MPm0Ue6GZt7.jpg
2023-09-10,Films (Non-English),10,Pinkfong & Baby Shark's Space Adventure,600000.0,,https://image.tmdb.org/t/p/w500/5nN4Id3owY4QBWUj83X1xTDUSMS.jpg
2023-09-10,TV (English),5,Live to 100: Secrets of the Blue Zones,3100000.0,,
2023-09-10,TV (English),6,Shane Gillis: Beautiful Dogs,2900000.0,stand-up comedy,https://image.tmdb.org/t/p/w500/8SYsQOur3wAfh1LJf6rvTFpIPHy.jpg
2023-09-10,TV (English),8,Disenchantment,2200000.0,,https://image.tmdb.org/t/p/w500/iR7UFO2vcyyA0FaRRyhlCFhKP47.jpg
2023-09-10,TV (English),9,Painkiller,2000000.0,,https://image.tmdb.org/t/p/w500/2YlkF8TxVCh06GDMrYTYTIjweo0.jpg
2023-09-10,TV (Non-English),5,Mask Girl,1700000.0,,https://image.tmdb.org/t/p/w500/mRgORBcqeLtz3Fluua1bhtSF5Fw.jpg
2023-09-10,TV (Non-English),8,6ixtynin9 The Series,1400000.0,,
2023-09-10,TV (Non-English),10,Miss Adrenaline: A Tale of Twins,1200000.0,,
2023-09-03,Films (English),2,The Monkey King,6600000.0,"kung fu, animation",https://image.tmdb.org/t/p/w500/67YXOoKGODyGvJXfXzVmgHNXYh8.jpg
2023-09-03,Films (English),6,Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World,4000000.0,"adultery, sports, 1970s, texas, biography, family, 1980s, 1960s, boxing",https://image.tmdb.org/t/p/w500/fdVd6thTstt0MQ4dUC1IXiOXpxv.jpg
2023-09-03,Films (English),7,The Pope's Exorcist,3100000.0,"spain, rome, italy, pig, vatican, pope, exorcism, possession, conspiracy, devil, exorcist, skepticism, catholic priest, 1980s, supernatural horror",https://image.tmdb.org/t/p/w500/jFC4LS5qTAT3PinzdEzINfu1CV9.jpg
2023-09-03,Films (Non-English),4,Squared Love Everlasting,2400000.0,,https://image.tmdb.org/t/p/w500/9o9FrpdnQnS0OQoQQxwIROxaOoE.jpg
2023-09-03,Films (Non-English),6,A Life Too Short: The Isabella Nardoni Case,1300000.0,"based on novel or book, true crime",https://image.tmdb.org/t/p/w500/7KK4s4QOYemq1fC9stcdZbhIiVm.jpg
2023-09-03,Films (Non-English),8,Bro (Hindi),900000.0,,
2023-09-03,TV (English),6,DEPP V HEARD,2700000.0,,
2023-09-03,TV (English),7,Untold: Swamp Kings,1900000.0,,
2023-09-03,TV (Non-English),6,Baki Hanma,2000000.0,"martial arts, shounen, anime, crossover, original net animation (ona)",https://image.tmdb.org/t/p/w500/etbHJxil0wHvYOCmibzFLsMcl2C.jpg
2023-09-03,TV (Non-English),8,King the Land,1300000.0,,
2023-09-03,TV (Non-English),9,The Uncanny Counter,1300000.0,,
2023-08-27,Films (English),4,Street Kings,5700000.0,"captain, corruption, police, machinegun, ghetto, alcoholism, murder, undercover cop, shootout, dirty cop, rogue cop, los angeles, california, widower, police funeral, neo-noir, planted evidence",https://image.tmdb.org/t/p/w500/csXyZ1BsDBlH0PXkOFWxggEf9WF.jpg
2023-08-27,Films (English),6,Jurassic World: Fallen Kingdom,4700000.0,"tyrannosaurus rex, volcano, rescue mission, sequel, wild animal, prehistoric creature, dinosaur, genetic engineering, aftercreditsstinger, monster island",https://image.tmdb.org/t/p/w500/270MrJNqJovumHXGE6SSt0zwUIF.jpg
2023-08-27,Films (English),8,Half Brothers,3700000.0,,https://image.tmdb.org/t/p/w500/Apl0WFx61trVOoxvc8Erd5cbP8X.jpg
2023-08-27,Films (English),9,Madagascar,3300000.0,"friendship, island, escape, africa, lion, zoo, hippopotamus, giraffe, penguin, cartoon, villain, zebra, slapstick comedy, madagascar, animals, lemur, escaped animal, talking animal, amused",https://image.tmdb.org/t/p/w500/zMpJY5CJKUufG9OTw0In4eAFqPX.jpg
2023-08-27,Films (English),10,Dora and the Lost City of Gold,2900000.0,"peru, museum, fox, based on cartoon, jungle, lost city, quicksand, monkey, lost civilization, live action and animation, teenage protagonist, based on tv series",https://image.tmdb.org/t/p/w500/xvYCZ740XvngXK0FNeSNVTJJJ5v.jpg
2023-08-27,Films (Non-English),4,10 Days of a Bad Man,3500000.0,,https://image.tmdb.org/t/p/w500/fZhPy0pIxAiV3ZHGBsuAvR30Mgb.jpg
2023-08-27,Films (Non-English),6,Xtreme,1300000.0,"martial arts, sword fight, revenge, spanish",https://image.tmdb.org/t/p/w500/cwUhVcDeMYYeu8fq5q1OPOoSbZ7.jpg
2023-08-27,Films (Non-English),7,Bro,1000000.0,,https://image.tmdb.org/t/p/w500/PY9PUiVUBirsNPMm5HwHz0ee2U.jpg
2023-08-27,Films (Non-English),8,Zom 100: Bucket List of the Dead,900000.0,"supernatural, zombie, based on graphic novel, aftercreditsstinger, zombie apocalypse, seinen, bucket list",https://image.tmdb.org/t/p/w500/hV5S6D56BPZ27FSaVEojkvViS3N.jpg
2023-08-27,Films (Non-English),9,Adipurush,900000.0,"ramayana, based on myths, legends or folklore, cgi-live action hybrid",https://image.tmdb.org/t/p/w500/1H2xEZOixs0z0JKwyjANZiKNNVJ.jpg
2023-08-27,Films (Non-English),10,Make Me Believe,800000.0,enemies to lovers,https://image.tmdb.org/t/p/w500/q1MWxML2IuAZMLKxxNaZDQTbqU5.jpg
2023-08-27,TV (English),6,At Home With The Furys,3000000.0,,
2023-08-27,TV (English),7,Ballers,2200000.0,"bodyguard, revenge, best friend, wish fulfillment, ballerina, swordswoman, girl biker, loss of a friend",https://image.tmdb.org/t/p/w500/oE7xtGDqZnr7tFHfwb8oM9iRW6H.jpg
2023-08-27,TV (English),10,My Dad the Bounty Hunter,1700000.0,,
2023-08-27,TV (Non-English),3,The Chosen One,4000000.0,prostitution,https://image.tmdb.org/t/p/w500/a0Zpnhi8ltBEETEdrCroBKynNDh.jpg
2023-08-27,TV (Non-English),7,Guns & Gulaabs,2200000.0,,
2023-08-27,TV (Non-English),10,A Perfect Story,1600000.0,"eroticism, ghost story",https://image.tmdb.org/t/p/w500/s8wcMzeFJadfbVt40ietjDJ6JAm.jpg
2023-08-20,Films (English),5,Hidden Strike,3500000.0,"middle east, special forces, buddy film, buddy movie, green zone, highway of death",https://image.tmdb.org/t/p/w500/zsbolOkw8RhTU4DKOrpf4M7KCmi.jpg
2023-08-20,Films (English),6,"Miraculous: Ladybug & Cat Noir, The Movie",3500000.0,"paris, france, superhero, musical, interracial romance, teen superhero",https://image.tmdb.org/t/p/w500/dQNJ8SdCMn3zWwHzzQD2xrphR1X.jpg
2023-08-20,Films (English),7,What Men Want,3400000.0,"telepathy, bartender, partnership, psychic, widower, single father, boxing trainer, national basketball association (nba), personal assistant, basketball player, sports agent, retelling, boys club, atlanta, georgia, father daughter relationship, best friends, woman in a man's world, best friend's wedding, passed over for promotion",https://image.tmdb.org/t/p/w500/30IiwvIRqPGjUV0bxJkZfnSiCL.jpg
2023-08-20,Films (English),9,Untold: Hall of Shame,3000000.0,"doping, scandal, steroids, sport competition, sports scandal, medical scandal",https://image.tmdb.org/t/p/w500/wnqopeufr8szbke4ip2ja9ROmMp.jpg
2023-08-20,Films (English),10,Untold: Johnny Football,2800000.0,sports documentary,https://image.tmdb.org/t/p/w500/eFfoGdcIk6llb8bO1dREzW84zm8.jpg
2023-08-20,Films (Non-English),6,Jagun Jagun,1600000.0,,https://image.tmdb.org/t/p/w500/uPZtE5DSo9VIX2N3NPtmTayhgP8.jpg
2023-08-20,Films (Non-English),7,Marry My Dead Body,1500000.0,"police, detective, lgbt, ghost, gay theme",https://image.tmdb.org/t/p/w500/bmOaSOo5wB7cMDhhp6Msnd4IsLZ.jpg
2023-08-20,Films (Non-English),8,Eye of the Storm,1500000.0,,https://image.tmdb.org/t/p/w500/1GHzOzeljHDGxE2okVnouNuFvCs.jpg
2023-08-20,Films (Non-English),9,Soulcatcher,1100000.0,soulcatcher,https://image.tmdb.org/t/p/w500/l1f9JSPjCfNftigEii1SDK1g2b3.jpg
2023-08-20,TV (English),7,The Witcher,1900000.0,"based on novel or book, merpeople",https://image.tmdb.org/t/p/w500/y0pR5aBVvPn5uncaZjl94ZEnuEF.jpg
2023-08-20,TV (English),8,The Upshaws,1800000.0,,https://image.tmdb.org/t/p/w500/iRww3ilt4lpzsKN7ht9BXSz4rRF.jpg
2023-08-20,TV (English),9,Mech Cadets,1800000.0,,
2023-08-13,Films (English),6,Happiness for Beginners,5000000.0,"romcom, comforting",https://image.tmdb.org/t/p/w500/rK4jb2t3J98IXjY9O3nc8bX9yqt.jpg
2023-08-13,Films (English),8,Shark Bait,4400000.0,"fish, shark",https://image.tmdb.org/t/p/w500/mVVU9zC8snNHlcqYONY2HOsh9ob.jpg
2023-08-13,Films (English),9,Fatale,4100000.0,"california, husband wife relationship, married couple, investigation, one-night stand, ex husband, murder, betrayal, best friend, las vegas, home invasion, cat and mouse, female detective, cousin cousin relationship, sports agent, business partner, married man, deadly game, lies, manipulative woman, marital strife, black cinema, business owner, chance encounter, contentious relationship",https://image.tmdb.org/t/p/w500/tGFXEyESXIuei5tZWXRkSRSFSxi.jpg
2023-08-13,Films (English),10,River Wild,3900000.0,,https://image.tmdb.org/t/p/w500/3BtDo3lUFDcuoGVkygmVzXaUyU7.jpg
2023-08-13,Films (Non-English),4,The Seven Deadly Sins: Grudge of Edinburgh Part 2,3100000.0,"based on manga, anime",https://image.tmdb.org/t/p/w500/516MFML05KWiPfiQNAsVCGMySc7.jpg
2023-08-13,Films (Non-English),6,Head to Head,1600000.0,"gritty, offbeat",https://image.tmdb.org/t/p/w500/cviUizb4Wil59E9tE7cu6IC2IpG.jpg
2023-08-13,Films (Non-English),9,The Raid: Redemption,1200000.0,"martial arts, crime boss, tenement, high rise, monitor, tower block, jakarta indonesia, swat, aggressive, powerful",https://image.tmdb.org/t/p/w500/Abnm1Ws3JH0ReCfEhLMPwPcMcGO.jpg
2023-08-13,Films (Non-English),10,Dream,1200000.0,"fantasy world, passion and romance",https://image.tmdb.org/t/p/w500/i1oEkQjxV4Q1EL7T4lbMfxMZdde.jpg
2023-08-13,TV (English),5,Fatal Seduction,2800000.0,"rape, murder, betrayal, model",https://image.tmdb.org/t/p/w500/5hCB0HWa7p7yjFgYh8j6hQ9vrBV.jpg
2023-08-13,TV (English),7,Om Nom Stories,2400000.0,,https://image.tmdb.org/t/p/w500/f9Y9kxn28vIDtzeEFLgEx9nH1H8.jpg
2023-08-13,TV (English),10,Fisk,1800000.0,,
2023-08-13,TV (Non-English),5,Zombieverse,1900000.0,,
2023-08-13,TV (Non-English),8,The Last Hours of Mario Biondo,1500000.0,,
2023-08-13,TV (Non-English),10,D.P.,1100000.0,,https://image.tmdb.org/t/p/w500/hVRmO6B3OLwtwryDmLmQBjmiZB.jpg
2023-08-06,Films (English),4,Poisoned: The Dirty Truth About Your Food,5100000.0,"based on novel or book, interview, food poisoning, disease, crime against humanity, food chain, health documentary, food reviews, food culture, food safety, synthetic food, food manufacturing plant, food documentary, critical",https://image.tmdb.org/t/p/w500/2s6Pe9l2NJMFDiscCIx7DwjDJMT.jpg
2023-08-06,Films (English),5,Missing: The Lucie Blackman Case,5000000.0,"based on novel or book, investigation, murder, true crime",https://image.tmdb.org/t/p/w500/6zNf7MXyHkCauIc066SbVoA7wLR.jpg
2023-08-06,Films (English),8,They Cloned Tyrone,3600000.0,"grave, conspiracy, cynical, disturbed, angry, hostile, anxious, cautionary, dramatic",https://image.tmdb.org/t/p/w500/hnzXoDaK346U4ByfvQenu2DZnTg.jpg
2023-08-06,Films (English),10,Untold: Jake Paul the Problem Child,3300000.0,,https://image.tmdb.org/t/p/w500/737TAAAXQZA4C4s3LJP6DJ6IieK.jpg
2023-08-06,Films (Non-English),5,The Lady of Silence: The Mataviejitas Murders,2100000.0,"true crime, 2000s",https://image.tmdb.org/t/p/w500/wB6ez9v9HzSLplIy6m00SPIkuH7.jpg
2023-08-06,Films (Non-English),6,Bird Box Barcelona,1600000.0,"based on novel or book, barcelona, spain, blindfold, spin off",https://image.tmdb.org/t/p/w500/iTGBHdL12QEpLyRVlykDuiYxzAG.jpg
2023-08-06,Films (Non-English),7,No Ritmo da Fé,1400000.0,,https://image.tmdb.org/t/p/w500/sVWU32CuOOEuHxwEjI2NsI4WDc4.jpg
2023-08-06,Films (Non-English),8,Big Nunu's Little Heist,1200000.0,,https://image.tmdb.org/t/p/w500/lCMnAVZkOObw1W26Old1V0ONEzF.jpg
2023-08-06,Films (Non-English),9,The Murderer,1100000.0,,https://image.tmdb.org/t/p/w500/tugYKkRJGG5TwYRmO9jlAQlIrvN.jpg
2023-08-06,TV (English),5,How to Become a Cult Leader,2300000.0,"satire, short film",https://image.tmdb.org/t/p/w500/8V0mme5cr6bYpIbDqrxAt06eXXa.jpg
2023-07-30,Films (English),6,The Out-Laws,5500000.0,"bank manager, wedding, bank robbery, in-laws",https://image.tmdb.org/t/p/w500/5dliMQ2ODbGNoq0hlefdnuXQxMw.jpg
2023-07-30,Films (English),7,Unknown: Cosmic Time Machine,5200000.0,"galaxy, telescope, nasa, photography, space, engineering, universe, mechanical engineering, space research, space exploration, deep space, documentary, travel documentary, radio telescope engineering, science documentary, space telescope, space photography",https://image.tmdb.org/t/p/w500/1ZxroOwIaD6JGCYraNEJKddOUWp.jpg
2023-07-30,Films (English),8,Puss in Boots: The Last Wish,4200000.0,"fairy tale, sequel, talking dog, spin off, aftercreditsstinger, talking cat, fear of death",https://image.tmdb.org/t/p/w500/kuf6dutpsT0vSVehic3EZIqkOBt.jpg
2023-07-30,Films (English),9,The Deepest Breath,3500000.0,"diving, apnoe-diving, extreme sports, underwater, sports documentary, free diving, breathing, deep blue",https://image.tmdb.org/t/p/w500/4gKAn4npGEBi0HZAbwFZ77reLBR.jpg
2023-07-30,Films (English),10,Extraction 2,2900000.0,"assassin, hero, escape, mercenary, rescue mission, sequel, survival, based on graphic novel, violence",https://image.tmdb.org/t/p/w500/7gKI9hpEMcZUQpNgKrkDzJpbnNS.jpg
2023-07-30,Films (Non-English),4,The (Almost) Legends,2900000.0,,https://image.tmdb.org/t/p/w500/2aBjSNnl1eIsR8RVNlczc1beL6l.jpg
2023-07-30,Films (Non-English),6,Love Tactics 2,1800000.0,,https://image.tmdb.org/t/p/w500/ygtnnkiGfRQhhlXBurqp9DR2Zqi.jpg
2023-07-30,Films (Non-English),7,Kingdom2: Far and Away,1500000.0,,
2023-07-30,Films (Non-English),8,Kingdom,1500000.0,,https://image.tmdb.org/t/p/w500/qZKKwXyZ92K0mIRpf2FbCkQa7oO.jpg
2023-07-30,Films (Non-English),9,Maamannan (Tamil),1200000.0,,
2023-07-30,Films (Non-English),10,Gold Brick,1100000.0,,https://image.tmdb.org/t/p/w500/yBnY6elyOlEk6bKfxEoaHFaqwai.jpg
2023-07-30,TV (English),5,Survival of the Thickest,2200000.0,,
2023-07-30,TV (English),6,Barbie Life in the Dreamhouse,1900000.0,,
2023-07-30,TV (English),7,Quarterback,1700000.0,,https://image.tmdb.org/t/p/w500/lzXKi5wgx8JwvGHSogDL1Kyw08l.jpg
2023-07-30,TV (English),9,Mark Normand: Soup to Nuts,1700000.0,stand-up comedy,https://image.tmdb.org/t/p/w500/xh2E6ye0HFgZIeRZ5x8Zdn7VXoj.jpg
2023-07-30,TV (Non-English),8,Burn the House Down,2000000.0,,https://image.tmdb.org/t/p/w500/4yG6Gb1mlvZSraDmcWqwghFs7n1.jpg
2023-07-23,Films (English),2,Unknown: Cave of Bones,6500000.0,,https://image.tmdb.org/t/p/w500/irDu0rnlzTpl8RkOEl7XG2B88tJ.jpg
2023-07-23,Films (English),6,Ride Along,4300000.0,"police operation, family relationships, police officer, duringcreditsstinger, hilarious, harsh",https://image.tmdb.org/t/p/w500/zdGSv5FEeqYL5xBUaeW46fCERO2.jpg
2023-07-23,Films (English),7,Man on Fire,3900000.0,"mexico, mexico city, mexico, based on novel or book, kidnapping, bodyguard, diary, bible, remake, stuffed animal, revenge, gun battle, cell phone, alcoholic, grenade launcher, child kidnapping, bloodshed, swim meet, ex-cia agent, mexican federale, mexican law enforcement, vigilante justice, corrupt cop, mexican police, personal security, suspenseful, gun death",https://image.tmdb.org/t/p/w500/grCGLCcTHv9TChibzOwzUpykcjB.jpg
2023-07-23,Films (English),9,Nimona,3400000.0,"monster, knight, based on graphic novel, metamorphosis, lgbt, shape shifter, teenager, science fantasy",https://image.tmdb.org/t/p/w500/2NQljeavtfl22207D1kxLpa4LS3.jpg
2023-07-23,Films (English),10,Captain Underpants: The First Epic Movie,3100000.0,"friendship, based on novel or book, superhero, underwear, villain, comic book, school, principal, based on children's book, grade school, sock puppet, excited, vibrant",https://image.tmdb.org/t/p/w500/vKSmaPct5OEeMoD8ue30RisHlKD.jpg
2023-07-23,Films (Non-English),6,Mr. Car and the Knights Templar,2600000.0,"race against time, treasure, lost treasure, knights templar",https://image.tmdb.org/t/p/w500/xEAXVe0BzW4K9Ky6eTo4CJwzJ8P.jpg
2023-07-23,Films (Non-English),8,Luccas Neto em: O Meu Aniversário,1500000.0,,https://image.tmdb.org/t/p/w500/jYvm8UD5ETdiUJ4rFGgfFdedgcS.jpg
2023-07-23,Films (Non-English),9,Seasons,1300000.0,friends to lovers,https://image.tmdb.org/t/p/w500/kz0jM9Uw15ElDXQSpfNQupZuLPI.jpg
2023-07-23,Films (Non-English),10,Bear Man,1200000.0,"minnesota, love of animals, wildlife, nature, sanctuary, american midwest, animal protection, nature documentary, animal research, animal sanctuary, animal human friendship, black bear, bears, environmental documentary, documentary, animals & nature, small town minnesota",
2023-07-23,TV (English),8,Suits,2200000.0,,https://image.tmdb.org/t/p/w500/mTRUTJGwuTr8oj9Ph92DdJsx2Ub.jpg
2023-07-23,TV (Non-English),3,Kohrra,2400000.0,,https://image.tmdb.org/t/p/w500/ca8M18AAi6RfEUFssM8U7SLUEoh.jpg
2023-07-23,TV (Non-English),6,Celebrity,1800000.0,"celebrity, exzentrik, reporter, ex-wife",https://image.tmdb.org/t/p/w500/3pbcMORRjqYgfx87CXexLw32gk.jpg
2023-07-23,TV (Non-English),8,See You in My 19th Life,1500000.0,,
2023-07-23,TV (Non-English),9,Record of Ragnarok,1500000.0,,
2023-07-23,TV (Non-English),10,The Surrogacy,1400000.0,surrogate mother,https://image.tmdb.org/t/p/w500/yhmp2dFxb7uQNTd0MEbCawTrzuX.jpg
2023-07-16,Films (English),2,65,6800000.0,"monster, asteroid, cave, giant monster, prehistory, dinosaur, quicksand, crash landing, alien race, sick child, shipwrecked, man vs nature, father daughter relationship, alien spaceship",https://image.tmdb.org/t/p/w500/rzRb63TldOKdKydCvWJM8B6EkPM.jpg
2023-07-16,Films (English),7,The Tutor,3200000.0,"tutor, manor, persona, secrets",https://image.tmdb.org/t/p/w500/wmTOuCeJnTPaAPMK19Y8Ixpi3Gl.jpg
2023-07-16,Films (English),9,Mafia Mamma,2800000.0,"italy, mafia boss, mafia, camp, family, woman director, family establishment, heritage",https://image.tmdb.org/t/p/w500/x83FFyGGux31l7OiF9NZHeq6ZWv.jpg
2023-07-16,Films (English),10,Unknown: Killer Robots,2700000.0,"artificial intelligence (a.i.), dangerous projects, human–computer interaction, human robot",https://image.tmdb.org/t/p/w500/lZ61VGpdRiMUlptBucnjBc64Wrj.jpg
2023-07-16,Films (Non-English),8,Lust Stories 2,1200000.0,"anthology, love, lust",https://image.tmdb.org/t/p/w500/p5x729JI6wZs9hCqX7tc7oH87ih.jpg
2023-07-16,Films (Non-English),9,Rebound,1000000.0,"sports, trainer, affectation, college, training, basketball, school, sentimental, amused, appreciative, cheerful, cliché, enchant, enthusiastic, euphoric, gentle, hopeful",https://image.tmdb.org/t/p/w500/4l0Q1lAf4aV3h1LJQ00EpxVQefr.jpg
2023-07-16,Films (Non-English),10,A Beautiful Life,800000.0,"fisherman, singer",https://image.tmdb.org/t/p/w500/x6PvT4HAkK7phdj54Zao8rY5oBT.jpg
2023-07-16,TV (English),9,Hack My Home,2600000.0,,
2023-07-09,Films (English),4,Run Rabbit Run,5900000.0,woman director,https://image.tmdb.org/t/p/w500/cgetiYyTqJ4CMmPmvDw30nnYj1f.jpg
2023-07-09,Films (English),5,Unknown: The Lost Pyramid,5600000.0,"egypt, pyramid, mummy, egyptian mythology, egyptian tomb, pyramide, documentary, history, egyptian history, archaeology, historical documentary, science documentary, historical artifacts",https://image.tmdb.org/t/p/w500/5KV7WxGjF5O5fhBJnjNME4jkJC7.jpg
